implement,problem,colpack,indirect,optimize,setup,reverse,onepass,correct,n,m,nnz,sec
cppad,dficfj,false,false,true,true,false,false,false,3200,3200,24787,0.2023569683
cppad,dficfj,true,false,false,true,false,false,false,3200,3200,24787,0.1188511237
cppad,dficfj,false,false,false,true,false,false,false,3200,3200,24787,0.1047490395
cppad,dficfj,true,false,true,false,true,false,false,3200,3200,24787,0.0851213094
cppad,dficfj,false,false,true,false,true,false,false,3200,3200,24787,0.0840536457
cppad,dficfj,true,false,false,false,true,false,false,3200,3200,24787,0.0824313544
cppad,dficfj,false,false,false,false,true,false,false,3200,3200,24787,0.0855442673
cppad,dficfj,true,false,true,false,false,true,false,3200,3200,24787,0.0157078440
cppad,dficfj,false,false,true,false,false,true,false,3200,3200,24787,0.0154415903
cppad,dficfj,true,false,false,false,false,true,false,3200,3200,24787,0.0156925059
cppad,dficfj,false,false,false,false,false,true,false,3200,3200,24787,0.0154703141
cppad,dficfj,true,false,true,false,false,false,false,3200,3200,24787,0.0394801160
cppad,dficfj,false,false,true,false,false,false,false,3200,3200,24787,0.0394726025
cppad,dficfj,true,false,false,false,false,false,false,3200,3200,24787,0.0397044892
cppad,dficfj,false,false,false,false,false,false,false,3200,3200,24787,0.0394925353
cppad,dierfj,true,false,true,true,true,false,false,3003,3003,31600,3.6804949830
cppad,dierfj,false,false,true,true,true,false,false,3003,3003,31600,3.6641442190
cppad,dierfj,true,false,false,true,true,false,false,3003,3003,31600,3.5710304090
cppad,dierfj,false,false,false,true,true,false,false,3003,3003,31600,3.5125541690
cppad,dierfj,true,false,true,true,false,true,false,3003,3003,31600,0.1283950717
cppad,dierfj,false,false,true,true,false,true,false,3003,3003,31600,0.0906572748
cppad,dierfj,true,false,false,true,false,true,false,3003,3003,31600,0.1007560628
cppad,dierfj,false,false,false,true,false,true,false,3003,3003,31600,0.0649581096
cppad,dierfj,true,false,true,true,false,false,false,3003,3003,31600,0.1513169691
cppad,dierfj,false,false,true,true,false,false,false,3003,3003,31600,0.1165867941
cppad,dierfj,true,false,false,true,false,false,false,3003,3003,31600,0.1248728415
cppad,dierfj,false,false,false,true,false,false,false,3003,3003,31600,0.0856226754
cppad,dierfj,true,false,true,false,true,false,false,3003,3003,31600,3.4179990060
cppad,dierfj,false,false,true,false,true,false,false,3003,3003,31600,3.3490596200
cppad,dierfj,true,false,false,false,true,false,false,3003,3003,31600,3.4025828580
cppad,dierfj,false,false,false,false,true,false,false,3003,3003,31600,3.3340633160
cppad,dierfj,true,false,true,false,false,true,false,3003,3003,31600,0.0136738582
cppad,dierfj,false,false,true,false,false,true,false,3003,3003,31600,0.0132511328
cppad,dierfj,true,false,false,false,false,true,false,3003,3003,31600,0.0135381159
cppad,dierfj,false,false,false,false,false,true,false,3003,3003,31600,0.0132288597
cppad,dierfj,true,false,true,false,false,false,false,3003,3003,31600,0.0365169128
cppad,dierfj,false,false,true,false,false,false,false,3003,3003,31600,0.0362962155
cppad,dierfj,true,false,false,false,false,false,false,3003,3003,31600,0.0356712832
cppad,dierfj,false,false,false,false,false,false,false,3003,3003,31600,0.0363448727
cppad,deptfg,true,false,true,true,true,false,false,3600,1,10680,1.7198676360
cppad,deptfg,false,false,true,true,true,false,false,3600,1,10680,2.4336053010
cppad,deptfg,true,false,false,true,true,false,false,3600,1,10680,1.6678616190
cppad,deptfg,false,false,false,true,true,false,false,3600,1,10680,2.3280482920
cppad,deptfg,true,false,true,true,false,false,false,3600,1,10680,1.7138167160
cppad,deptfg,false,false,true,true,false,false,false,3600,1,10680,2.4144464510
cppad,deptfg,true,false,false,true,false,false,false,3600,1,10680,1.6588861780
cppad,deptfg,false,false,false,true,false,false,false,3600,1,10680,2.3614604590
cppad,deptfg,true,false,true,false,true,false,false,3600,1,10680,0.0602031655
cppad,deptfg,false,false,true,false,true,false,false,3600,1,10680,0.0961830703
cppad,deptfg,true,false,false,false,true,false,false,3600,1,10680,0.0789502490
cppad,deptfg,false,false,false,false,true,false,false,3600,1,10680,0.1281366846
cppad,deptfg,true,false,true,false,false,false,false,3600,1,10680,0.0586225623
cppad,deptfg,false,false,true,false,false,false,false,3600,1,10680,0.0956058844
cppad,deptfg,true,false,false,false,false,false,false,3600,1,10680,0.0789784294
cppad,deptfg,false,false,false,false,false,false,false,3600,1,10680,0.1281265652
cppad,dgl1fg,true,false,true,true,true,false,false,5000,1,10000,1.3269690960
cppad,dgl1fg,false,false,true,true,true,false,false,5000,1,10000,2.0687011090
cppad,dgl1fg,true,false,false,true,true,false,false,5000,1,10000,1.2370534100
cppad,dgl1fg,false,false,false,true,true,false,false,5000,1,10000,2.0564064770
cppad,dgl1fg,true,false,true,true,false,false,false,5000,1,10000,1.3373917680
cppad,dgl1fg,false,false,true,true,false,false,false,5000,1,10000,2.0826582070
cppad,dgl1fg,true,false,false,true,false,false,false,5000,1,10000,1.2309533060
cppad,dgl1fg,false,false,false,true,false,false,false,5000,1,10000,2.0064446250
cppad,dgl1fg,true,false,true,false,true,false,false,5000,1,10000,0.0546212633
cppad,dgl1fg,false,false,true,false,true,false,false,5000,1,10000,0.0711243893
cppad,dgl1fg,true,false,false,false,true,false,false,5000,1,10000,0.0826080192
cppad,dgl1fg,false,false,false,false,true,false,false,5000,1,10000,0.1066142398
cppad,dgl1fg,true,false,true,false,false,false,false,5000,1,10000,0.0551108849
cppad,dgl1fg,false,false,true,false,false,false,false,5000,1,10000,0.0717208822
cppad,dgl1fg,true,false,false,false,false,false,false,5000,1,10000,0.0813636224
cppad,dgl1fg,false,false,false,false,false,false,false,5000,1,10000,0.1067864713
subgraph,dficfj,false,false,true,true,true,false,false,3200,3200,24787,0.2233795957
subgraph,dficfj,false,false,false,true,true,false,false,3200,3200,24787,0.1254653904
subgraph,dficfj,false,false,true,false,true,false,false,3200,3200,24787,0.0699398580
subgraph,dficfj,false,false,false,false,true,false,false,3200,3200,24787,0.0712418145
subgraph,dierfj,false,false,true,true,true,false,false,3003,3003,31600,0.1132669724
subgraph,dierfj,false,false,false,true,true,false,false,3003,3003,31600,0.0818774485
subgraph,dierfj,false,false,true,false,true,false,false,3003,3003,31600,0.0477371547
subgraph,dierfj,false,false,false,false,true,false,false,3003,3003,31600,0.0488096066
subgraph,deptfg,false,false,true,true,true,false,false,3600,1,10680,0.2263062606
subgraph,deptfg,false,false,false,true,true,false,false,3600,1,10680,0.2356649776
subgraph,deptfg,false,false,true,false,true,false,false,3600,1,10680,0.0592062705
subgraph,deptfg,false,false,false,false,true,false,false,3600,1,10680,0.1219989951
subgraph,dgl1fg,false,false,true,true,true,false,false,5000,1,10000,0.5007149918
subgraph,dgl1fg,false,false,false,true,true,false,false,5000,1,10000,0.4438667080
subgraph,dgl1fg,false,false,true,false,true,false,false,5000,1,10000,0.1105539936
subgraph,dgl1fg,false,false,false,false,true,false,false,5000,1,10000,0.2269646879
adolc,dficfj,true,false,false,true,true,true,false,3200,3200,24787,0.3034481760
adolc,dficfj,true,false,false,true,false,true,false,3200,3200,24787,0.2991028002
adolc,dficfj,true,false,false,false,true,true,false,3200,3200,24787,0.0290187182
adolc,dficfj,true,false,false,false,false,true,false,3200,3200,24787,0.0154956681
adolc,dierfj,true,false,false,true,true,true,false,3003,3003,31600,1.5319788320
adolc,dierfj,true,false,false,true,false,true,false,3003,3003,31600,0.2058156891
adolc,dierfj,true,false,false,false,true,true,false,3003,3003,31600,1.1579318830
adolc,dierfj,true,false,false,false,false,true,false,3003,3003,31600,0.0134657311
adolc,deptfg,true,true,false,true,false,false,false,3600,1,14161,1.2030646230
adolc,deptfg,true,false,false,true,false,false,false,3600,1,14161,1.1726929750
adolc,deptfg,true,true,false,false,false,false,false,3600,1,14161,0.2521762907
adolc,deptfg,true,false,false,false,false,false,false,3600,1,14161,0.1987172860
adolc,dgl1fg,true,true,false,true,false,false,false,5000,1,10000,2.2664795590
adolc,dgl1fg,true,false,false,true,false,false,false,5000,1,10000,2.4853568160
adolc,dgl1fg,true,true,false,false,false,false,false,5000,1,10000,0.2376909295
adolc,dgl1fg,true,false,false,false,false,false,false,5000,1,10000,0.1825773186
cppad,dficfj,true,false,true,true,true,false,false,3200,3200,24787,0.2534616425
cppad,dficfj,false,false,true,true,true,false,false,3200,3200,24787,0.2398595730
cppad,dficfj,true,false,false,true,true,false,false,3200,3200,24787,0.1626007503
cppad,dficfj,false,false,false,true,true,false,false,3200,3200,24787,0.1449728961
cppad,dficfj,true,false,true,true,false,true,false,3200,3200,24787,0.2169126615
cppad,dficfj,false,false,true,true,false,true,false,3200,3200,24787,0.1907249093
cppad,dficfj,true,false,false,true,false,true,false,3200,3200,24787,0.0983855977
